CATEGORY,NAME,ADDRESS,ZIPCODE,PHONE NO.,URL,ADDITIONAL DETAILS,TOURIST TYPE,Distance_Statue
Art Gallery,"Kinz, Tillou + Feigen",529 West 20th Street 11th Fl.,10011,(212) 929-0500,http://www.yelp.com/biz/kinz-tillou-feigen-gallery-new-york,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Klagsbrun Nicole Gallery,526 W 26th St ,10001,(212) 243-3335,http://nicoleklagsbrun.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Klotz Sirmon Gallery,511 W 25th St ,10001,(212) 741-4764,http://www.photocollect.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Kraus Carole Ltd,330 W 38th St ,10018,(646) 522-9858,http://www.carolekraus.com/,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Kravets Wehby,521 W 21st St ,10011,(212) 352-2238,http://www.kravetswehbygallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Kravets Wehby Gallery,521 W 21st St ,10011,(212) 352-2238,http://www.kravetswehbygallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,L A Cotton,645 Madison Ave ,10001,(212) 838-6390,http://www.nyc.com/arts__attractions/l_a_cotton.1802/editorial_review.aspx,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Lally J J & Co,41 E 57th St ,10022,(212) 371-3380,http://www.nyc.com/arts__attractions/lally_j_j__co.421/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Lamontage,210 11th Ave Fl 7,10001,(212) 989-2732,http://www.lioramanne.com/index.php?cid=home,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Landy Fine Art,264 E Broadway ,10002,(212) 505-3702,http://lohoguide.com/~lohoguid/app/site/landyfineart/index.php,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Langotsky Gamba,537 Greenwich St ,10013,(212) 675-0761,http://www.manta.com/coms2/dnbcompany_gksp3l,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Lehmann Maupin,540 W 26th St ,10001,(212) 965-0753,http://www.lehmannmaupin.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Lelong Galerie,526 W 26th St ,10001,(212) 315-0470,http://www.galerielelong.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Lemmons Durham Contemporary Art,210 11th Ave ,10001,(212) 337-0025,http://ny.serviceslisted.com/1654446-LemmonsDurhamContemporaryArt.htm,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Lennon Weinberg Inc,514 W 25th St ,10001,(212) 941-0012,http://www.lennonweinberg.com/flash.html,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Leo Kaplan Modern Ltd,114 E 57th St ,10022,(212) 872-1616,http://www.lkmodern.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Leo Koenig Inc,545 West 23rd Street ,10011,(212) 334-9255,http://www.leokoenig.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Leslie-Lohman Gay Art Foundation,131 Prince St ,10012,(212) 673-7007,http://www.leslielohman.org,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Levin Betty,41 E 57th St ,10022,(212) 355-5370,http://www.nyc.com/arts__attractions/levin_betty.405/editorial_review.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Limner Gallery,870 Avenue of the Americas ,10001,(212) 725-0999,http://www.slowart.com/limner/index.htm,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Decor Art Gallery,551 3rd Ave ,10016,(212) 683-9729,http://local.yahoo.com/info-32910954-decor-art-gallery-new-york,Not Available,"Family, Couple, Individual",3.28 Miles
Art Gallery,Decor Art Gallery Inc,353 3rd Ave ,10010,(212) 481-3728,http://wap.outalot.com/listings/278197-Decor-Art-Gallery,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,Decor Art Gallery Inc,158 7th Ave ,10011,(212) 604-9864,http://local.botw.org/New_York/New_York/Decor_Art_Gallery_Inc/141709258.html,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Decor Art Gallery VII+,222 3rd Ave ,10003,(212) 673-1366,http://www.nyc.com/arts__attractions/decor_art_gallery_vii.1769/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Deitch Projects,76 Grand St and 18 Wooster St,10013,(212) 343-7300,http://www.deitch.com/gallery/index.php,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Demu Gallery,761 Fulton St ,11217,(718) 596-8484,http://local.yahoo.com/info-11335092-demu-m-demu-gallery-brooklyn,Not Available,"Family, Couple, Individual",2.16 Miles
Art Gallery,Denise Bibro Fine Art,529 W 20th Street 4th Floor,10011,(212) 647-7030,http://www.denisebibrofineart.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Derek Eller Gallery,15 W 27th St ,10001,(212) 206-6411,http://www.derekeller.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Dollhaus,37 Broadway ,11211,(718) 384-6139,http://www.dollhaus.org,Not Available,"Family, Couple, Individual",3.22 Miles
Art Gallery,Donson Theodore B Ltd,24 W 57th St ,10019,(212) 245-7007,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489E045F-3048-28EB-92E651990B61FCBA,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Dorfman Projects,529 W 20th St Ste 7E,10011,(212) 352-2272,http://www.dorfmanprojects.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Downtown Arts Festival,114 Fulton St ,10038,(212) 243-5050,http://www.gvlculturalaffairs.org/website/programs_events/DFAS/downtown_art_fest.html,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Downtown Music Gallery,13 Monroe Street ,10002,(212) 473-0043,http://www.downtownmusicgallery.com/Main/index.htm,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Dranoff Fine Art,591 Broadway ,10012,(212) 966-0153,http://www.dranofffineart.com/FrontendArt/default.htm,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Dresden Art Galries,401 7 Avenue ,10001,(212) 695-6250,http://ny.serviceslisted.com/1654860-DresdenArtGalries.htm,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,DUMBO Arts Center,30 Washington St ,11201,(718) 694-0831,http://www.dumboartscenter.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,E Art Group,224 W 30th St ,10001,(212) 931-6690,http://boundlessgallery.com/directory/gallery/1197/E-Art-Group,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Eastern Arts Inc,68 Jane St ,10014,(212) 366-5385,http://www.nyc.com/arts__attractions/eastern_arts_inc.270/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Edward Thorp Gallery,210 11th Ave ,10001,(212) 691-6565,http://www.edwardthorpgallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Edwynn Houk Gallery,745 5th Ave ,10151,(212) 750-7070,http://www.houkgallery.com/,Not Available,"Family, Couple, Individual",4.57 Miles
Art Gallery,Elga Wimmer,526 W 26th St ,10001,(212) 206-0006,http://www.elgawimmer.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Elizabeth Dee Gallery,545 West 20th Street ,10011,(212) 924-7545,http://www.elizabethdeegallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Elizabeth Harris Gallery,529 W 20th St ,10011,(212) 463-9666,http://www.elizabethharrisgallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Elliot Stevens Ltd,301 Park Ave ,10022,(212) 355-8333,http://web2.userinstinct.com/30816160-elliot-stevens-ltd.htm,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Emily Harvey Gallery,537 Broadway ,10012,(212) 925-7651,http://www.emilyharveyfoundation.org/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Environment Home Furnshngs Inc,205 E 60th St ,10022,(212) 688-5880,http://www.ibegin.com/directory/us/new-york/new-york/environment-home-furnshngs-inc-205-e-60th-st/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Equatorial America Inc,411 E 53rd St ,10022,(212) 593-3306,http://www.nyc.com/arts__attractions/equatorial_america_inc.410/editorial_review.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Equity Art Brokers,340 E 52nd St ,10022,(212) 593-3188,http://www.nyc.com/arts__attractions/equity_art_brokers.561/editorial_review.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Equity Art Brokers,40 W 25th St ,10010,(212) 620-7604,http://ny.serviceslisted.com/1654740-EquityArtBrokers.htm,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,Erotics Gallery,41 Union Sq W Ste 1011,10003,(212) 633-2241,http://www.rateitall.com/i-409540-erotics-gallery.aspx,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Esso Gallery,531 W 26th St ,10001,(212) 560-9728,http://www.essogallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Exhibit A,160 Mercer St ,10012,(212) 343-0230,http://www.essogallery.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Exit Art,475 10th Ave ,10018,(212) 966-7745,http://www.exitart.org/site/pub/main/index.html,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Eye Jammie Fine Arts Gallery,516 W 25th St ,10001,(212) 645-0061,http://www.eyejammie.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Eyebeam Atelier,540 W 21st St ,10011,(212) 937-6580,http://eyebeam.org/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Faith Art Gallery Corp,393 Bridge St ,11201,(718) 596-4659,http://ny.citysquares.com/brooklyn/downtown-brooklyn/arts-entertainment/artists-art-dealers/faith-art-gallery-corp,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Feature Inc,530 W 25th St ,10001,(212) 675-7772,http://featureinc.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Fields Walter,208 E 7th St Ofc ,10009,(212) 477-7159,http://newsday.planetdiscover.com/sp?aff=1110&skin=200&siteId=227580,Not Available,"Family, Couple, Individual",2.19 Miles
Art Gallery,Fifty-Five Mercer Gallery,55 Mercer St ,10013,(212) 226-8513,http://www.merchantcircle.com/blogs/Fifty.Five.Mercer.Gallery.212-226-8513,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Findlay David Jr Fine Art,41 E 57th St ,10022,(212) 486-7660,http://www.davidfindlayjr.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Findlay Peter Gallery,41 E 57th St ,10022,(212) 644-4433,http://www.findlay.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Fine Art Acquisitions,122 Spring St ,10012,(212) 431-3744,http://m.nyc.com/arts__attractions/fine_art_acquisitions.204/map_location.aspx,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Fine Art Alacarte,89 South Street S Street Seaport,10001,(212) 766-4954,http://www.nyc.com/arts__attractions/fine_art_alacarte.1793/map_location.aspx,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Fine Art Services & Transport,48-75 37th St ,11101,(718) 784-9399,http://www.museumsusa.org/vendors/info/1259295,Not Available,"Family, Couple, Individual",4.91 Miles
Art Gallery,First Street Gallery,526 W 26th St Rm 915,10001,(646) 336-8053,http://www.firststreetgallery.net/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Fischbach Gallery,210 Eleventh Ave. Ste. 801,10001,(212) 759-2345,http://www.fischbachgallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Folin Riva Inc,535 W 20th St ,10011,(212) 242-3434,http://www.nyc.com/arts__attractions/folin_riva_inc.1485/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Folklorica,12 E 53rd St ,10022,(212) 750-6765,http://www.nyc.com/arts__attractions/folklorica.950/map_location.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Forbes Magazine Galleries,60 Fifth Avenue ,10011,(212) 206-5548,http://www.forbesgalleries.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Forrest Scott Group,270 Lafayette St ,10012,(212) 274-8100,http://www.forrestscottgallery.com/corporate.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Fortress Fae Worldwide,4920 5th St ,11101,(718) 786-9418,http://long_island_city.ny.ooberunder.com/7817245-fortress.fae.worldwide,Not Available,"Family, Couple, Individual",4.91 Miles
Art Gallery,Fortress Ny,4920 5th St ,11101,(718) 937-5500,http://www.thefortress.com/Locations/ny.html,Not Available,"Family, Couple, Individual",4.91 Miles
Art Gallery,Forum Gallery,745 5th Ave ,10151,(212) 355-4545,http://www.forumgallery.com/,Not Available,"Family, Couple, Individual",4.57 Miles
Art Gallery,Fowa Enterprises Corp,17 E Broadway ,10002,(212) 571-3838,http://ny.citysquares.com/manhattan/chinatown/arts-entertainment/artists-art-dealers/fowa-enterprises-corp,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Franklin Bowles Galleries,431 W Broadway ,10012,(212) 226-1616,http://www.franklinbowlesgallery.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Franklin Parrasch Gallery,20 W 57th St ,10019,(212) 246-5360,http://www.franklinparrasch.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Fredericks Freiser Gallery,504 W. 22nd St. ,10011,(212) 633-6555,http://www.fredericksfreisergallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Frederieke Taylor Gallery,535 W 22nd St ,10011,(646) 230-0992,http://www.frederieketaylorgallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Friedrich Petzel Gallery,535 W. 22nd St. ,10011,(212) 680-9467,http://www.petzel.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Frielich Bros-Deutsch Bros,670 Broadway ,10012,(212) 777-3051,http://www.yelp.com/biz/frielich-bros-deutsch-bros-new-york,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Friends of Bezalel Academy,501 5th Ave ,10017,(212) 687-0542,http://www.bezalelfriends.org/,Not Available,"Family, Couple, Individual",3.88 Miles
Art Gallery,Fulton Plaza,106 Fulton St ,10038,(212) 835-8600,http://www.nyc.com/arts__attractions/fulton_plaza.1801/editorial_review.aspx,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Fulton St Art Gallery,116 John St ,10038,(212) 587-5984,http://www.yellowbot.com/fulton-street-art-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,G P L Promotions Ltd,220 Madison Ave ,10016,(212) 684-1066,http://www.city-data.com/businesses/113165997-gpl-promotions-ltd-new-york-ny.html,Not Available,"Family, Couple, Individual",3.28 Miles
Art Gallery,Gagosian Gallery Chelsea,555 W 24th St ,10011,(212) 741-1111,http://www.gagosian.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Galerie Thomas,41 Perry St ,10014,(212) 675-7296,http://newyork.maplist.org/viewthread.php?tid=442935,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Galleria On Third,529 3rd Ave ,10016,(212) 683-2886,http://www.galleriaonthird.com/,Not Available,"Family, Couple, Individual",3.28 Miles
Art Gallery,Galleria Ramis Barquet Ny Ltd,41 E 57th St ,10022,(212) 644-9090,http://www.nyc.com/arts__attractions/galleria_ramis_barquet_ny_ltd.1552/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Gallery 151,350 Bowery ,10012,(212) 675-5311,http://gallery151.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Gallery 292,120 Wooster St ,10012,(212) 431-0292,http://findarticles.com/p/articles/mi_m1248/is_9_91/ai_108278541/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Gallery 49,310 W 49th St ,10019,(917) 915-6369,http://www.gallery49.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Gallery 91,91 Grand St ,10013,(212) 966-3722,http://www.gallery91.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Gallery Bai Inc,520 W 43rd St ,10036,(212) 947-4142,http://www.merchantcircle.com/business/Gallery.Bai.Inc.New.York.NY.212-947-4142,Not Available,"Family, Couple, Individual",3.97 Miles
Art Gallery,Gallery Henoch,555 W 25th St ,10001,(917) 305-0003,http://www.galleryhenoch.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Gardner & Barr Inc,305 E 61th St ,10065,(212) 752-0555,http://www.gardnerandbarr.com/,Not Available,"Family, Couple, Individual",4.94 Miles
Art Gallery,Garth Clark Gallery,24 W 57th St Ste 305,10019,(212) 246-2205,http://www.garthclark.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Garth Clark Gallery's Project Space,4546 21st St ,11101,(718) 706-2491,http://www.nyc.com/arts__attractions/garth_clark_gallerys_project_space.934/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.91 Miles
Art Gallery,Gasser & Grunert,524 W 19th St ,10011,(212) 807-9494,http://gassergrunert.net/test/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Gavin Brown's Enterprise Corp,620 Greenwich St ,10014,(212) 627-5258,http://www.gavinbrown.biz/,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Generous Miracles Space Ltd,529 W 20th St ,10011,(212) 352-2858,http://www.nyc.com/arts__attractions/generous_miracles_space_ltd.166/map_location.aspx,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,George Adams Gallery,525 West 26th Street First Floor,10001,(212)-564-8480,http://www.georgeadamsgallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,George Billis Gallery,555 W 25th St ,10001,(212) 645-2621,http://www.georgebillis.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Gerold Wunderlich & Co,50 W 57th St ,10019,(212) 974-8444,http://ny.serviceslisted.com/1655177-GeroldWunderlichCO.htm,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Gian Enzo Sperone,603 Greenwich St ,10014,(212) 255-7363,http://ny.citysquares.com/manhattan/west-village/arts-entertainment/artists-art-dealers/gian-enzo-sperone,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Gleason Tim Gallery,194 Elizabeth St ,10012,(212) 966-5777,http://www.yellowbot.com/tim-gleason-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Global Passages Inc,205 E 60th St ,10022,(212) 759-5669,http://www.rateitall.com/i-409630-global-passages-incorporated.aspx,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Goethe-Institut Wyoming Building,5 East 3rd Street ,10003,212-439-8700,http://www.goethe.de/Ins/Us/ney/prj/wyo/enindex.htm,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Golden Caren Fine Arts,526 W 26th St ,10001,(212) 727-8304,http://www.carengoldenfineart.com,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Goodman James Gallery,41 E 57th St ,10022,(212) 593-3737,http://jamesgoodmangallery.com/index.cfm,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Grant Gallery,7 Mercer St ,10013,(646) 479-8815,http://www.grantgallery.com/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Great Modern Pictures,EMPIRE STATE BUILDING 350 Fifth Avenue,10001,(212) 242-2581,http://www.greatmodernpictures.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Greeley Square Gallery,32 W 31st St ,10001,(212) 868-6610,http://www.g2artgallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Greene Naftali Inc,526 W 26th St ,10001,(212) 463-7770,http://www.greenenaftaligallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Greene Space Gallery,105 Greene St ,10012,(212) 431-8720,http://www.city-data.com/businesses/113064489-greene-space-gallery-new-york-ny.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Littlejohn Contemporary Art,41 E 57th St ,10022,(212) 980-2323,http://www.littlejohncontemporary.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Lladro Museum & Collector's Society,43 W 57th St ,10019,(212) 838-9352,http://www.lladro.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Lladro USA,43 W 57th St ,10019,(212) 838-9771,http://www.nyc.com/arts__attractions/lladro_usa.310/whats_nearby.aspx,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Location One,26 Greene St. ,10013,(212) 334-3347,http://www.location1.org/,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Lombard-Fried Fine Arts Inc,531 W 26th St ,10001,(212) 967-8040,http://www.getfave.com/locations/829682-lombard-fried-fine-arts-inc,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Long Fine Art,427 W 14th St ,10014,(212) 337-1940,http://www.nyc.com/arts__attractions/long_fine_art.273/editorial_review.aspx,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Lower Manhattan Cultural Council,125 Maiden Lane 2nd Floor,10038,(212) 219-9401,http://www.lmcc.net/,Not Available,"Family, Couple, Individual",0.43 Miles
Art Gallery,Lucas Schoormans Gallery,508 W. 26th St. 11B,10001,(212) 243-3159,http://oneartworld.com/Lucas+Schoormans+Gallery.html,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Ludlow 38,38 Ludlow Street ,10002,(212) 228-6848,http://www.ludlow38.org/,Not Available,"Family, Couple, Individual",1.48 Miles
Art Gallery,Luhring Augustine Gallery Inc,531 W 24th St ,10011,(212) 206-9100,http://www.luhringaugustine.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Lun Yee Assn,167 Canal St ,10013,(212) 431-9497,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Lun-Yee-Assn-l495991.html,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Lunarbase Inc,197 Grand St ,11211,(718) 599-9205,http://brooklynny.zemantics.com/business/lunarbase-inc,Not Available,"Family, Couple, Individual",3.22 Miles
Art Gallery,Lurie Tamar & Ranan,721 5th Ave ,10022,(212) 888-4866,http://www.rananlurie.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,M K J Art Gallery,214 E 23rd St ,10010,(212) 481-7447,http://ny.serviceslisted.com/1654620-MKJArtGallery.htm,Not Available,"Family, Couple, Individual",2.93 Miles
Art Gallery,MacCarone Inc,630 Greenwich Street ,10014,(212) 431-4977,http://www.maccarone.net/,Not Available,"Family, Couple, Individual",2.09 Miles
Art Gallery,Malcolm Christian T Fine Arts Managemnt Svc,227 W 29th St ,10001,(212) 947-3835,http://m.nyc.com/arts__attractions/malcolm_christian_t_fine_arts_managemnt_svc.620/map_location.aspx,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Manhattan Art,13 W 36th St ,10018,(212) 736-3336,http://loqal.com/manhattan+art.9.55597755p.home.html,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Mansion Gracie Gallery,101 Second Avenue #1,10003,(212) 505-7055,http://www.artnet.com/graciemansion.html,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Marc Jancou Contemporary,680 Broadway ,10012,(212) 473-2100,http://www.marcjancou.com/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Marcus Curt Gallery Inc,2 5th Ave ,10011,(212) 226-3200,http://www.curtmarcusgallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Margaret Thatcher Projects,539 West 23rd Street Ground Floor,10011,(212) 675-0222,http://www.thatcherprojects.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Margo Feiden Galleries Ltd,15 E 9th St ,10003,(212) 677-5330,http://www.alhirschfeld.com/index2.html,Not Available,"Family, Couple, Individual",2.29 Miles
Art Gallery,Marian Goodman Gallery,24 W 57th St Fl 4,10019,(212) 977-7160,http://www.mariangoodman.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Marianne Boesky Gallery,509 West 24th Street ,10011,(212) 680-9889,http://www.marianneboeskygallery.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Marie Walsh Sharpe Art Foundation Art,443 Greenwich St ,10013,(212) 925-3008,http://sharpeartfdn.qwestoffice.net/freestudiospace.htm,Not Available,"Family, Couple, Individual",1.19 Miles
Art Gallery,Marlborough Gallery,40 W 57th St ,10019,(212) 397-0317,http://www.marlboroughgallery.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Martin Lawrence Galleries,457 W Broadway ,10012,(212) 995-8865,http://martinlawrence.com/index3.html,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Martinez Gallery,515 W 27th St ,10001,(212) 563-1075,http://www.martinezgallery.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Mary Boone Gallery,745 5th Ave ,10151,(212) 752-2929,http://www.maryboonegallery.com/,Not Available,"Family, Couple, Individual",4.57 Miles
Art Gallery,Mary Ryan Gallery,24 W. 57th St. ,10019,(212) 397-0669,http://www.maryryangallery.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,Master Drawing Assoc,669 Monroe St ,11221,(718) 573-1299,http://www.masterdrawings.org/,Not Available,"Family, Couple, Individual",4.56 Miles
Art Gallery,Master Framemakers,219 East 60th Street ,10022,(212) 308-6152,http://www.apfgroup.com/,Not Available,"Family, Couple, Individual",4.23 Miles
Art Gallery,Matthew Marks Gallery - 22nd St.,522 W 22nd St. ,10011,(212) 243-1650,http://www.matthewmarks.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Matthew Marks Gallery - 24th St.,523 W. 24th St. ,10011,(212) 243-0200,http://www.matthewmarks.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Max Protetech Gallery,511 W 22nd St ,10011,(212) 633-6999,http://www.maxprotetch.com/,Not Available,"Family, Couple, Individual",2.69 Miles
Art Gallery,Maxwell Davidson Gallery,724 5th Ave ,10019,(212) 759-7555,http://www.davidsongallery.com/,Not Available,"Family, Couple, Individual",4.36 Miles
Art Gallery,McKee Gallery,745 Fifth Ave. 4th Fl.,10151,(212) 688-5951,http://mckeegallery.com/,Not Available,"Family, Couple, Individual",4.57 Miles
Art Gallery,McKenzie Fine Art Inc,511 W 25th St ,10001,(212) 989-5467,http://www.mckenziefineart.com/,Not Available,"Family, Couple, Individual",3.44 Miles
Art Gallery,Medialia Corp,335 W 38th St ,10018,(212) 971-0953,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Medialia-Corp-l495927.html,Not Available,"Family, Couple, Individual",3.69 Miles
Art Gallery,Meisel Louis K Gallery,141 Prince St ,10012,(212) 677-1340,http://www.meiselgallery.com/LKMG/,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Meisel Susan P Decorative Arts,141 Prince St ,10012,(212) 254-0137,http://www.nyc.com/arts__attractions/meisel_susan_p_decorative_arts.220/editorial_review.aspx,Not Available,"Family, Couple, Individual",1.63 Miles
Art Gallery,Merrin Gallery,724 5th Ave ,10019,(212) 757-2884,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Merrin-Gallery-l496371.html,Not Available,"Family, Couple, Individual",4.36 Miles
